Frame,Time (Seconds),X,Y,Z,X,Y,Z
2846,7.905556,1.387236,1.012252,36.631145,1686.774658,5562.644043,1830.932007
2847,7.908333,1.388430,1.012316,36.630901,1686.772461,5562.649902,1830.939209
2848,7.911111,1.389811,1.012228,36.630451,1686.756592,5562.665527,1830.963989
2849,7.913889,1.389781,1.013660,36.629841,1686.733643,5562.651855,1830.959229
2850,7.916667,1.388903,1.013363,36.629620,1686.791138,5562.641113,1830.961182
2851,7.919444,1.388239,1.013229,36.631058,1686.769287,5562.639160,1830.958618
2852,7.922222,1.389424,1.013085,36.631222,1686.787598,5562.647461,1830.952393
2853,7.925000,1.388811,1.013081,36.631123,1686.775391,5562.638184,1830.952515
2854,7.927778,1.389278,1.012921,36.631207,1686.795898,5562.635742,1830.968018
2855,7.930556,1.389185,1.014596,36.631397,1686.773315,5562.633789,1830.980103
2856,7.933333,1.388938,1.013382,36.629730,1686.787720,5562.624512,1830.970703
2857,7.936111,1.389594,1.012927,36.629803,1686.793823,5562.636719,1830.984497
2858,7.938889,1.388754,1.012021,36.629864,1686.814697,5562.641602,1830.972290
2859,7.941667,1.389899,1.013265,36.631844,1686.799438,5562.659668,1830.981934
2860,7.944444,1.390978,1.014426,36.630375,1686.776123,5562.655762,1830.956177
2861,7.947222,1.392435,1.014715,36.631294,1686.732422,5562.668457,1830.983154
2862,7.950000,1.393579,1.013011,36.631062,1686.716309,5562.696289,1831.001709
2863,7.952778,1.394115,1.012592,36.629807,1686.684082,5562.733887,1831.008545
2864,7.955556,1.394546,1.014906,36.629726,1686.685059,5562.764648,1831.004272
2865,7.958333,1.394690,1.015733,36.628975,1686.713257,5562.781250,1831.015991
2866,7.961111,1.394896,1.015724,36.628380,1686.713623,5562.762695,1830.994263
2867,7.963889,1.394100,1.015420,36.627949,1686.666382,5562.800293,1831.004517
2868,7.966667,1.395173,1.015512,36.628128,1686.706909,5562.767090,1831.014893
2869,7.969444,1.395699,1.016270,36.628036,1686.726074,5562.771484,1831.025513
2870,7.972222,1.394808,1.015224,36.627678,1686.734253,5562.770508,1831.027222
2871,7.975000,1.394212,1.015052,36.627979,1686.728027,5562.763672,1831.014160
2872,7.977778,1.395245,1.014990,36.627983,1686.720093,5562.747559,1831.016357
2873,7.980556,1.394647,1.016279,36.628513,1686.733887,5562.766602,1831.037109
2874,7.983333,1.395371,1.017272,36.628094,1686.690308,5562.763672,1831.038574
2875,7.986111,1.396127,1.017696,36.627518,1686.693481,5562.777832,1831.055908
2876,7.988889,1.395992,1.016729,36.626633,1686.694580,5562.786621,1831.033936
2877,7.991667,1.396719,1.016545,36.627087,1686.703003,5562.786621,1831.015625
2878,7.994444,1.396006,1.015992,36.628220,1686.703491,5562.813965,1831.022827
2879,7.997222,1.397104,1.016393,36.627419,1686.706787,5562.830078,1831.025146
2880,8.000000,1.396738,1.015898,36.627308,1686.678711,5562.837891,1831.013428
2881,8.002778,1.396236,1.016797,36.625744,1686.676147,5562.854980,1831.016602
2882,8.005556,1.395153,1.015683,36.625763,1686.690674,5562.859863,1831.016357
2883,8.008333,1.396893,1.016655,36.626751,1686.706543,5562.833496,1831.016479
2884,8.011111,1.396881,1.016145,36.627178,1686.713867,5562.824707,1831.009033
2885,8.013889,1.396113,1.017321,36.625767,1686.691284,5562.846680,1831.052124
2886,8.016667,1.396697,1.016944,36.625504,1686.692017,5562.858398,1831.070312
2887,8.019444,1.396568,1.016945,36.627079,1686.718506,5562.810547,1831.039551
2888,8.022222,1.396944,1.016885,36.626190,1686.685425,5562.859375,1831.046631
2889,8.025000,1.397871,1.016381,36.626694,1686.709106,5562.833008,1831.036743
2890,8.027778,1.397274,1.017335,36.626194,1686.708984,5562.864746,1831.055542
2891,8.030556,1.396585,1.016611,36.625446,1686.702637,5562.867188,1831.044922
2892,8.033333,1.396836,1.017011,36.625397,1686.688110,5562.904785,1831.034546
2893,8.036111,1.397397,1.017152,36.625416,1686.693237,5562.931152,1831.010864
2894,8.038889,,,,,,
2895,8.041667,,,,,,
2896,8.044444,1.397949,1.017467,36.625751,1686.694336,5562.958008,1830.994141
2897,8.047222,1.397284,1.016459,36.624966,1686.691406,5562.956055,1831.010620
2898,8.050000,1.398092,1.017054,36.625187,1686.688477,5562.956543,1831.009277
2899,8.052778,1.397089,1.017585,36.625462,1686.693237,5562.958008,1831.004883
2900,8.055556,1.398799,1.017167,36.625225,1686.697754,5562.939941,1831.027100
2901,8.058333,1.397451,1.016645,36.625736,1686.697144,5562.918457,1831.039673
2902,8.061111,1.397056,1.018227,36.625439,1686.691406,5562.916992,1831.046631
2903,8.063889,1.399260,1.016383,36.625927,1686.719238,5562.888184,1831.055298
2904,8.066667,1.400212,1.017462,36.626289,1686.702393,5562.891602,1831.043701
2905,8.069444,1.399895,1.016980,36.625660,1686.720825,5562.904297,1831.053711
2906,8.072222,1.399338,1.018037,36.625046,1686.700806,5562.940430,1831.041016
2907,8.075000,1.398570,1.017564,36.624599,1686.701416,5562.929199,1831.036987
2908,8.077778,1.398168,1.017129,36.624523,1686.683960,5562.930664,1831.034912
2909,8.080556,1.398594,1.017657,36.624439,1686.679810,5562.944824,1831.031616
2910,8.083333,1.398227,1.017116,36.624115,1686.684692,5562.954102,1831.040894
2911,8.086111,1.398467,1.017788,36.624481,1686.683350,5562.967773,1831.030884
2912,8.088889,1.398418,1.016609,36.624367,1686.697388,5562.984375,1831.035400
2913,8.091667,1.399202,1.017192,36.624187,1686.697144,5562.989746,1831.032104
2914,8.094444,1.398954,1.016377,36.624195,1686.692993,5563.003418,1831.055420
2915,8.097222,1.399382,1.017739,36.624084,1686.675903,5563.038574,1831.030151
2916,8.100000,1.400840,1.017343,36.624130,1686.690918,5563.043457,1831.032227
2917,8.102778,1.399413,1.016886,36.624035,1686.690552,5563.031738,1831.034424
2918,8.105556,1.399838,1.017024,36.623859,1686.677002,5563.039551,1831.037231
2919,8.108333,1.399901,1.017599,36.623539,1686.689331,5563.018066,1831.035522
2920,8.111111,1.399884,1.016775,36.624062,1686.698853,5563.026855,1831.043335
2921,8.113889,1.400133,1.016963,36.623394,1686.696167,5563.029297,1831.037842
2922,8.116667,1.399162,1.016972,36.623131,1686.693237,5563.012207,1831.049561
2923,8.119444,,,,,,
2924,8.122222,,,,,,
2925,8.125000,,,,,,
2926,8.127778,1.399932,1.016905,36.623669,1686.686401,5563.070801,1831.052124
2927,8.130556,1.398922,1.016692,36.622547,1686.682861,5563.062012,1831.044922
2928,8.133333,1.400187,1.017160,36.622765,1686.694092,5563.081055,1831.032349
2929,8.136111,1.400601,1.017105,36.622990,1686.687378,5563.087891,1831.024292
2930,8.138889,1.400601,1.017508,36.623375,1686.695557,5563.080078,1831.009766
2931,8.141667,1.400038,1.017249,36.622742,1686.685425,5563.058594,1831.022827
2932,8.144444,1.399679,1.017641,36.622498,1686.681641,5563.036621,1831.031006
2933,8.147222,1.400575,1.018339,36.622860,1686.696289,5563.026367,1831.039429
2934,8.150000,1.400613,1.017670,36.622673,1686.697266,5563.018555,1831.051880
2935,8.152778,1.400109,1.019174,36.623837,1686.716187,5563.014648,1831.053955
2936,8.155556,1.400615,1.017654,36.622787,1686.708862,5563.012695,1831.065063
2937,8.158333,1.401606,1.017791,36.623543,1686.718262,5563.022461,1831.062134
2938,8.161111,1.400920,1.018004,36.623608,1686.702637,5563.036133,1831.054199
2939,8.163889,1.400498,1.018029,36.622417,1686.694824,5563.035156,1831.050415
2940,8.166667,1.401476,1.017413,36.622871,1686.702515,5563.062500,1831.042603
2941,8.169444,1.401057,1.018243,36.622776,1686.693848,5563.090332,1831.026245
2942,8.172222,1.401222,1.017204,36.623123,1686.687744,5563.120605,1831.016602
2943,8.175000,1.400650,1.017554,36.623100,1686.696533,5563.128418,1831.008789
2944,8.177778,1.402345,1.018169,36.623417,1686.706909,5563.144043,1830.993286
2945,8.180556,1.401649,1.018044,36.623302,1686.699219,5563.151367,1830.995239
2946,8.183333,1.401867,1.018056,36.622738,1686.698364,5563.140137,1831.001099
2947,8.186111,1.400767,1.017124,36.622093,1686.685181,5563.118164,1831.015137
2948,8.188889,1.402480,1.017761,36.622833,1686.681763,5563.151367,1831.011353
2949,8.191667,1.402085,1.017599,36.622559,1686.714111,5563.129883,1831.023071
2950,8.194444,1.401426,1.017181,36.621964,1686.696533,5563.112793,1831.029663
2951,8.197222,1.401167,1.017420,36.621834,1686.692749,5563.127441,1831.032104
2952,8.200000,1.401757,1.018150,36.622509,1686.707153,5563.130859,1831.020142
2953,8.202778,1.402113,1.017593,36.622387,1686.693115,5563.122559,1831.017334
2954,8.205556,,,,,,
2955,8.208333,,,,,,
2956,8.211111,1.402654,1.019006,36.622570,1686.689819,5563.132812,1830.998413
2957,8.213889,1.401754,1.018397,36.622684,1686.700439,5563.132324,1831.006470
2958,8.216667,1.402857,1.018635,36.622078,1686.708618,5563.132324,1831.016357
2959,8.219444,1.401863,1.018484,36.621666,1686.705322,5563.121094,1831.018555
2960,8.222222,1.401941,1.018453,36.622364,1686.691895,5563.133301,1831.032959
2961,8.225000,1.402241,1.018521,36.622318,1686.716553,5563.118652,1831.046021
2962,8.227778,1.402467,1.017908,36.621975,1686.709473,5563.119629,1831.057251
2963,8.230556,1.402051,1.018255,36.621510,1686.695679,5563.127930,1831.047729
2964,8.233333,1.402010,1.018523,36.621307,1686.699219,5563.107422,1831.041504
2965,8.236111,1.402727,1.018242,36.622177,1686.705933,5563.120605,1831.047119
2966,8.238889,,,,,,
2967,8.241667,,,,,,
2968,8.244444,1.402001,1.017707,36.621132,1686.688721,5563.155762,1831.021729
2969,8.247222,1.400481,1.017751,36.621304,1686.697632,5563.148438,1831.021240
2970,8.250000,1.401549,1.017068,36.620850,1686.697632,5563.180176,1831.023438
2971,8.252778,1.403438,1.017788,36.621933,1686.696899,5563.216309,1830.996826
2972,8.255556,1.402673,1.017594,36.621490,1686.696533,5563.196777,1831.002319
2973,8.258333,1.403590,1.017867,36.621845,1686.693848,5563.225586,1830.999268
2974,8.261111,1.403274,1.017656,36.621529,1686.706909,5563.206055,1831.009766
2975,8.263889,1.402558,1.017561,36.621635,1686.716187,5563.190918,1831.018677
2976,8.266667,1.402862,1.017307,36.621475,1686.720459,5563.208496,1831.026733
2977,8.269444,1.403875,1.018016,36.621403,1686.705933,5563.200684,1831.031982
2978,8.272222,1.403777,1.017812,36.621449,1686.708130,5563.193848,1831.035278
2979,8.275000,1.402806,1.018823,36.620853,1686.702026,5563.169922,1831.030151
2980,8.277778,1.403114,1.018703,36.620899,1686.697510,5563.161133,1831.039795
2981,8.280556,1.403162,1.017642,36.621178,1686.699463,5563.169434,1831.050293
2982,8.283333,1.403369,1.017811,36.621002,1686.711304,5563.166504,1831.058838
2983,8.286111,1.403557,1.018761,36.620567,1686.702759,5563.163086,1831.054199
2984,8.288889,1.403658,1.018080,36.621143,1686.709351,5563.181152,1831.054932
2985,8.291667,1.404375,1.018469,36.620457,1686.708740,5563.168945,1831.043213
2986,8.294444,1.404431,1.018440,36.621269,1686.708740,5563.202148,1831.044678
2987,8.297222,1.404352,1.017355,36.620525,1686.711548,5563.210938,1831.032959
2988,8.300000,1.404562,1.016808,36.621101,1686.720825,5563.270020,1831.026367
2989,8.302778,1.404764,1.016985,36.620804,1686.709351,5563.247559,1831.026733
2990,8.305556,1.404347,1.017362,36.621288,1686.704590,5563.268066,1831.013428
2991,8.308333,1.404998,1.016209,36.619343,1686.692871,5563.254883,1831.002441
2992,8.311111,1.405294,1.016791,36.620274,1686.695312,5563.251465,1831.018677
2993,8.313889,1.403585,1.017488,36.620377,1686.696655,5563.270996,1831.011108
2994,8.316667,1.404889,1.016842,36.620159,1686.703369,5563.260254,1831.016968
2995,8.319444,1.404030,1.017696,36.620644,1686.718506,5563.224609,1831.025391
2996,8.322222,1.404855,1.017419,36.619720,1686.702637,5563.227051,1831.016602
2997,8.325000,1.403042,1.016920,36.620461,1686.711060,5563.213379,1831.047119
2998,8.327778,1.403256,1.018104,36.619968,1686.707764,5563.197754,1831.034546
2999,8.330556,1.403441,1.017886,36.619888,1686.693237,5563.203125,1831.042480
3000,8.333333,1.403295,1.018029,36.620628,1686.705078,5563.227051,1831.030396
3001,8.336111,1.404088,1.018385,36.620514,1686.692505,5563.274414,1831.006958
3002,8.338889,1.405491,1.016312,36.619198,1686.687988,5563.277832,1831.009277
3003,8.341667,1.404864,1.017404,36.620338,1686.687256,5563.276855,1831.007446
3004,8.344444,1.404171,1.017392,36.620823,1686.698975,5563.293457,1831.003784
3005,8.347222,1.403754,1.017177,36.619987,1686.704224,5563.305664,1830.991333
3006,8.350000,1.404369,1.017565,36.619572,1686.702148,5563.338379,1830.996216
3007,8.352778,1.405291,1.015205,36.618767,1686.719604,5563.323730,1831.002441
3008,8.355556,1.404235,1.015972,36.619049,1686.712402,5563.304199,1830.974121
3009,8.358333,1.404802,1.017204,36.620010,1686.706665,5563.288086,1830.995239
3010,8.361111,1.403502,1.016680,36.619194,1686.692383,5563.260742,1831.010986
3011,8.363889,1.404129,1.017825,36.619816,1686.703735,5563.234375,1831.006958
3012,8.366667,1.404266,1.017669,36.619678,1686.689575,5563.247559,1831.008423
3013,8.369444,1.404637,1.017261,36.619377,1686.701904,5563.224121,1831.037476
3014,8.372222,1.403132,1.016943,36.618732,1686.705078,5563.219727,1831.038940
3015,8.375000,1.404744,1.017931,36.619003,1686.703735,5563.215332,1831.023804
3016,8.377778,1.403870,1.018278,36.618484,1686.704224,5563.242188,1831.005615
3017,8.380556,1.405241,1.016487,36.618824,1686.715210,5563.272949,1831.015747
3018,8.383333,1.404757,1.017671,36.619762,1686.692017,5563.269531,1831.014404
3019,8.386111,1.405345,1.017486,36.618790,1686.703735,5563.289551,1831.006226
3020,8.388889,1.404248,1.017609,36.618347,1686.700928,5563.284668,1830.985596
3021,8.391667,1.404612,1.016086,36.617523,1686.697510,5563.315918,1830.985840
3022,8.394444,1.403712,1.017454,36.618881,1686.701904,5563.299805,1830.972656
3023,8.397222,1.403099,1.017197,36.617912,1686.690308,5563.296387,1830.980957
3024,8.400000,1.403578,1.016777,36.617992,1686.693115,5563.279297,1830.993530
3025,8.402778,1.404373,1.016659,36.618675,1686.703979,5563.269043,1830.991821
3026,8.405556,1.404241,1.016386,36.619129,1686.692749,5563.245117,1831.027222
3027,8.408333,1.405472,1.016044,36.617496,1686.696777,5563.265137,1831.011353
3028,8.411111,1.405078,1.017557,36.618881,1686.700806,5563.226074,1831.048584
3029,8.413889,1.404135,1.017884,36.618176,1686.712769,5563.224121,1831.054565
3030,8.416667,1.403186,1.015364,36.617519,1686.707275,5563.238770,1831.069580
3031,8.419444,1.403916,1.016784,36.617592,1686.705078,5563.229980,1831.050537
3032,8.422222,1.403346,1.015988,36.617588,1686.708496,5563.226562,1831.049561
3033,8.425000,1.404506,1.015897,36.618282,1686.712036,5563.268555,1831.029541
3034,8.427778,1.404003,1.016820,36.618553,1686.719482,5563.262695,1831.028931
3035,8.430556,1.403614,1.016166,36.617607,1686.685669,5563.294922,1831.003418
3036,8.433333,1.404855,1.016407,36.618786,1686.700317,5563.312500,1831.005493
3037,8.436111,1.404727,1.015457,36.617809,1686.692993,5563.331543,1830.994507
3038,8.438889,1.403241,1.016459,36.617889,1686.691162,5563.318848,1830.993896
3039,8.441667,1.404107,1.017308,36.617950,1686.701416,5563.326660,1831.007690
3040,8.444444,1.402691,1.016172,36.616734,1686.692993,5563.303711,1831.031860
3041,8.447222,1.403417,1.015496,36.617008,1686.685913,5563.295898,1831.028320
3042,8.450000,1.403619,1.015069,36.617264,1686.704590,5563.266113,1831.048462
3043,8.452778,1.403620,1.015751,36.617123,1686.690796,5563.257324,1831.046265
3044,8.455556,1.403346,1.014607,36.616779,1686.703979,5563.268555,1831.048950
3045,8.458333,1.405284,1.015591,36.617355,1686.703491,5563.286133,1831.047363
3046,8.461111,1.402558,1.014994,36.616348,1686.703735,5563.250977,1831.057617
3047,8.463889,1.403911,1.016818,36.616547,1686.682617,5563.276367,1831.014648
3048,8.466667,1.403171,1.016921,36.617596,1686.705322,5563.289062,1831.034668
3049,8.469444,1.402074,1.016244,36.616688,1686.687134,5563.297363,1831.029419
3050,8.472222,1.401627,1.017262,36.617493,1686.699341,5563.302246,1831.014526
3051,8.475000,1.401484,1.016336,36.615997,1686.689331,5563.293945,1831.022583
3052,8.477778,1.402432,1.015128,36.614868,1686.695801,5563.335449,1831.016479
3053,8.480556,1.403747,1.015713,36.616604,1686.690552,5563.327637,1831.041748
3054,8.483333,1.403338,1.014833,36.616222,1686.693237,5563.314941,1831.047363
3055,8.486111,1.402402,1.014568,36.615963,1686.697266,5563.302246,1831.045288
3056,8.488889,1.401921,1.016373,36.616451,1686.698120,5563.250488,1831.054810
3057,8.491667,1.402365,1.015205,36.616581,1686.719971,5563.253906,1831.046509
3058,8.494444,1.402305,1.014932,36.616917,1686.712036,5563.243164,1831.055908
3059,8.497222,1.402389,1.017133,36.617054,1686.695312,5563.239746,1831.042114
3060,8.500000,1.401359,1.016634,36.616234,1686.700073,5563.254883,1831.040894
3061,8.502778,1.402464,1.015858,36.616058,1686.687256,5563.240723,1831.049561
3062,8.505556,1.401227,1.016142,36.617012,1686.692139,5563.241211,1831.033691
3063,8.508333,1.401382,1.015379,36.616451,1686.706055,5563.277344,1831.027710
3064,8.511111,1.401718,1.016774,36.616833,1686.696899,5563.282715,1831.015625
3065,8.513889,1.402244,1.016551,36.616486,1686.690308,5563.291504,1831.011475
3066,8.516667,1.401677,1.015390,36.616512,1686.693848,5563.332520,1831.015503
3067,8.519444,1.403028,1.016478,36.616215,1686.713623,5563.304199,1831.008057
3068,8.522222,1.403418,1.014989,36.614773,1686.702515,5563.362305,1831.019653
3069,8.525000,1.401330,1.016829,36.615498,1686.687134,5563.319336,1831.002563
3070,8.527778,1.403206,1.016096,36.614769,1686.715820,5563.349609,1830.999756
3071,8.530556,1.403490,1.015565,36.616524,1686.711426,5563.321777,1831.011108
3072,8.533333,1.403617,1.016033,36.616119,1686.685791,5563.315430,1831.003540
3073,8.536111,1.401521,1.014117,36.615635,1686.698242,5563.283203,1831.013062
3074,8.538889,1.402743,1.014094,36.615597,1686.714478,5563.291992,1831.015747
3075,8.541667,1.403262,1.014415,36.615677,1686.720337,5563.311035,1831.015381
3076,8.544444,1.401883,1.014690,36.615807,1686.708008,5563.275879,1831.014038
3077,8.547222,1.401524,1.014236,36.615635,1686.715332,5563.254395,1831.021606
3078,8.550000,1.402628,1.015047,36.615261,1686.713623,5563.251953,1831.019897
3079,8.552778,1.402570,1.014744,36.616585,1686.712524,5563.269043,1831.042847
3080,8.555556,1.400937,1.014502,36.615314,1686.710938,5563.247559,1831.041992
3081,8.558333,1.400030,1.015102,36.614712,1686.710083,5563.239746,1831.015137
3082,8.561111,1.400338,1.015252,36.615158,1686.698730,5563.249023,1831.024658
3083,8.563889,1.401605,1.014846,36.614452,1686.682861,5563.278320,1831.006836
3084,8.566667,1.401472,1.014166,36.614368,1686.697632,5563.278320,1831.006104
3085,8.569444,1.401171,1.015343,36.614506,1686.681274,5563.291504,1831.023560
3086,8.572222,1.400958,1.014252,36.614094,1686.710205,5563.303711,1831.023193
3087,8.575000,1.400992,1.014157,36.614048,1686.696899,5563.305176,1831.009766
3088,8.577778,1.401720,1.014638,36.614971,1686.700562,5563.263672,1831.035767
3089,8.580556,1.399469,1.014405,36.614174,1686.701538,5563.266602,1831.013306
3090,8.583333,1.400414,1.016097,36.614193,1686.695679,5563.270020,1831.020874
3091,8.586111,1.400327,1.014683,36.613743,1686.700317,5563.245605,1831.019043
3092,8.588889,1.400859,1.013975,36.614719,1686.715332,5563.241211,1831.021606
3093,8.591667,1.399604,1.014230,36.614544,1686.725342,5563.222168,1831.012451
3094,8.594444,1.399547,1.014320,36.613907,1686.708740,5563.211914,1831.016846
3095,8.597222,1.399340,1.014118,36.614136,1686.704224,5563.237793,1831.024536
3096,8.600000,1.399414,1.014569,36.612976,1686.686279,5563.249023,1831.022339
3097,8.602778,1.399009,1.015172,36.614101,1686.711670,5563.231445,1831.036377
3098,8.605556,1.400793,1.014152,36.614311,1686.705444,5563.270996,1831.034546
3099,8.608333,1.399916,1.014195,36.612839,1686.710571,5563.289551,1831.022217
3100,8.611111,1.400221,1.015767,36.614136,1686.707886,5563.276367,1831.031250
3101,8.613889,1.399781,1.014139,36.612564,1686.710571,5563.267090,1831.040039
3102,8.616667,1.399935,1.014344,36.613266,1686.713623,5563.247070,1831.037720
3103,8.619444,1.400268,1.014121,36.612789,1686.703613,5563.251465,1831.042725
3104,8.622222,1.399383,1.014880,36.614513,1686.707520,5563.268555,1831.036865
3105,8.625000,1.399437,1.013546,36.612144,1686.702515,5563.257812,1831.031738
3106,8.627778,1.399781,1.013714,36.612072,1686.702026,5563.264160,1831.028931
3107,8.630556,1.400228,1.013328,36.612305,1686.701660,5563.268555,1831.021118
3108,8.633333,1.399833,1.013204,36.613155,1686.704224,5563.274902,1831.014771
3109,8.636111,,,,,,
3110,8.638889,1.400132,1.013443,36.613640,1686.715820,5563.282227,1831.014282
3111,8.641667,1.399474,1.013923,36.612362,1686.697021,5563.250488,1831.014526
3112,8.644444,1.399660,1.013609,36.612236,1686.698975,5563.283203,1831.023682
3113,8.647222,1.397779,1.014633,36.613411,1686.707153,5563.247559,1831.038940
3114,8.650000,1.398688,1.015445,36.613041,1686.688354,5563.247559,1831.024414
3115,8.652778,1.398381,1.015120,36.612366,1686.698975,5563.223633,1831.042847
3116,8.655556,1.398064,1.013739,36.611687,1686.688110,5563.229004,1831.035645
3117,8.658333,1.398019,1.013758,36.611656,1686.700806,5563.239258,1831.033447
3118,8.661111,1.397237,1.013066,36.612156,1686.698120,5563.241699,1831.028687
3119,8.663889,1.398105,1.013356,36.612289,1686.695312,5563.228516,1831.021606
3120,8.666667,1.398085,1.013522,36.612434,1686.705200,5563.206543,1831.043457
3121,8.669444,1.398697,1.013016,36.612431,1686.705444,5563.213379,1831.047729
3122,8.672222,1.398991,1.014427,36.612610,1686.710083,5563.197266,1831.042114
3123,8.675000,,,,,,
3124,8.677778,,,,,,
3125,8.680556,1.397268,1.014033,36.613300,1686.717896,5563.198730,1831.055298
3126,8.683333,1.398550,1.012767,36.611191,1686.712280,5563.208496,1831.051025
3127,8.686111,1.398162,1.012782,36.611645,1686.703369,5563.221680,1831.049316
3128,8.688889,1.397625,1.013801,36.612259,1686.719971,5563.229492,1831.048462
3129,8.691667,1.398078,1.013323,36.610592,1686.705811,5563.244141,1831.038696
3130,8.694444,1.397483,1.013769,36.609539,1686.697266,5563.275879,1831.006470
3131,8.697222,1.397829,1.014105,36.610554,1686.690430,5563.283203,1831.016602
3132,8.700000,1.397776,1.014101,36.611286,1686.693970,5563.278809,1830.980835
3133,8.702778,1.397225,1.012770,36.610508,1686.701294,5563.306641,1831.010742
3134,8.705556,,,,,,
3135,8.708333,,,,,,
3136,8.711111,,,,,,
3137,8.713889,1.396109,1.012506,36.610649,1686.703979,5563.227539,1831.016724
3138,8.716667,1.397299,1.012541,36.610859,1686.702759,5563.229980,1831.011108
3139,8.719444,1.397737,1.012258,36.610458,1686.692749,5563.193848,1831.036377
3140,8.722222,1.397104,1.012913,36.611088,1686.704346,5563.179688,1831.033447
3141,8.725000,1.397281,1.014480,36.611057,1686.699951,5563.186523,1831.046631
3142,8.727778,1.397080,1.012561,36.610638,1686.698975,5563.189941,1831.051636
3143,8.730556,1.397085,1.011652,36.610954,1686.707397,5563.193359,1831.053467
3144,8.733333,1.396100,1.013497,36.611107,1686.713745,5563.183105,1831.038330
3145,8.736111,1.395447,1.014092,36.610531,1686.693848,5563.182617,1831.032593
3146,8.738889,,,,,,
3147,8.741667,,,,,,
3148,8.744444,,,,,,
3149,8.747222,1.395860,1.012310,36.610229,1686.698975,5563.239258,1831.015015
3150,8.750000,1.396240,1.012907,36.610497,1686.701416,5563.232910,1831.017822
3151,8.752778,1.396163,1.011904,36.609020,1686.694946,5563.264648,1831.011963
3152,8.755556,1.397293,1.011885,36.609669,1686.685059,5563.259766,1831.006348
3153,8.758333,1.396604,1.011886,36.610138,1686.701538,5563.240723,1831.005737
3154,8.761111,1.395261,1.012686,36.610077,1686.696777,5563.191895,1831.020508
3155,8.763889,1.395787,1.012017,36.609482,1686.680420,5563.199219,1831.012695
3156,8.766667,1.396279,1.011738,36.609951,1686.709717,5563.173828,1831.002930
3157,8.769444,1.394482,1.013079,36.610077,1686.697388,5563.150879,1831.028320
3158,8.772222,1.396135,1.012750,36.610611,1686.694824,5563.163574,1831.039062
3159,8.775000,1.395059,1.012244,36.610168,1686.708984,5563.145508,1831.020996
3160,8.777778,1.394728,1.013810,36.609753,1686.692505,5563.119629,1831.028198
3161,8.780556,1.395348,1.011889,36.608704,1686.693848,5563.128418,1831.045166
3162,8.783333,1.394511,1.012669,36.609337,1686.699585,5563.114746,1831.067749
3163,8.786111,1.395618,1.012784,36.608902,1686.698486,5563.153809,1831.051636
3164,8.788889,1.395504,1.011372,36.609322,1686.706787,5563.173340,1831.054932
3165,8.791667,1.395984,1.010765,36.609116,1686.705444,5563.181641,1831.053345
3166,8.794444,1.395961,1.011860,36.609268,1686.704590,5563.187012,1831.035767
3167,8.797222,1.394119,1.012444,36.608936,1686.682373,5563.173828,1831.040649
3168,8.800000,1.394943,1.012771,36.609440,1686.714355,5563.165039,1831.041626
3169,8.802778,1.393537,1.013281,36.609200,1686.683594,5563.169922,1831.026367
3170,8.805556,1.394279,1.012847,36.609287,1686.688599,5563.163574,1831.030151
3171,8.808333,1.393092,1.012621,36.609661,1686.709351,5563.129395,1831.039917
3172,8.811111,1.394367,1.011747,36.608044,1686.684448,5563.132324,1831.031494
3173,8.813889,1.394084,1.012320,36.609108,1686.702271,5563.120605,1831.070557
3174,8.816667,1.392686,1.012131,36.608505,1686.709473,5563.087402,1831.064697
3175,8.819444,1.393587,1.013154,36.608658,1686.700684,5563.115723,1831.069336
3176,8.822222,1.394112,1.013021,36.608448,1686.688843,5563.096191,1831.069824
3177,8.825000,1.392857,1.012613,36.608395,1686.679688,5563.097168,1831.076416
3178,8.827778,1.393005,1.013349,36.608566,1686.699463,5563.111816,1831.064941
3179,8.830556,1.392770,1.012995,36.609951,1686.709595,5563.088867,1831.079956
3180,8.833333,1.394203,1.011387,36.608181,1686.699463,5563.111816,1831.045898
3181,8.836111,1.392836,1.011304,36.608971,1686.703125,5563.103516,1831.063110
3182,8.838889,1.393365,1.012691,36.609207,1686.715698,5563.089844,1831.048340
3183,8.841667,1.392691,1.010788,36.608006,1686.711060,5563.096680,1831.015747
3184,8.844444,1.392450,1.012328,36.609447,1686.702759,5563.078613,1831.042358
3185,8.847222,1.392283,1.012785,36.608585,1686.688965,5563.084473,1831.044189
3186,8.850000,1.393976,1.011950,36.607937,1686.705078,5563.091309,1831.061890
3187,8.852778,1.393003,1.011586,36.607388,1686.713257,5563.054688,1831.054688
3188,8.855556,1.390881,1.010915,36.608204,1686.722534,5563.036133,1831.069458
3189,8.858333,1.393008,1.011227,36.608120,1686.723877,5563.047852,1831.068359
3190,8.861111,1.392160,1.011820,36.608303,1686.730225,5563.043457,1831.073364
3191,8.863889,1.391739,1.011917,36.608856,1686.720337,5563.037598,1831.076782
3192,8.866667,1.391804,1.011994,36.607975,1686.715942,5563.041992,1831.062744
3193,8.869444,1.392795,1.011264,36.608459,1686.705811,5563.086914,1831.048706
3194,8.872222,1.391846,1.010697,36.608334,1686.704956,5563.100586,1831.049194
3195,8.875000,1.391818,1.012561,36.608212,1686.684082,5563.093262,1831.016602
3196,8.877778,1.391944,1.011798,36.608540,1686.694458,5563.086914,1831.022461
3197,8.880556,1.390422,1.010800,36.607220,1686.700928,5563.080078,1830.997559
